日期,收付手段,金额,收付类型,类型明细,备注,yyyymm
2024/9/9 00:00,账务处理,6.92,生活必要开支,其他必要家用,大庚支付的共同生活开支-杯刷,202409
2024/9/19 08:33,账务处理,6.92,生活必要开支,其他必要家用,大庚支付的共同生活开支-五合一杯刷洗杯子神器奶瓶刷清洁长柄清洗刷多功能刷杯子水杯杯盖,202409
2024/9/24 00:00,账务处理,32.78,生活必要开支,伙食费,大庚支付的共同生活开支-牛奶饮料,202409
2024/9/24 12:11,账务处理,6,生活必要开支,伙食费,大庚支付的共同生活开支-水上楼费,202409
2024/9/25 00:00,账务处理,15.1,生活必要开支,伙食费,大庚支付的共同生活开支-茶饮料,202409
2024/9/29 00:00,账务处理,11.9,生活必要开支,伙食费,大庚支付的共同生活开支-茶饮料,202409
2024/9/29 00:00,账务处理,16.9,生活必要开支,伙食费,大庚支付的共同生活开支-面包零食,202409
2024/9/30 00:00,账务处理,-14.95,生活必要开支,必要着装费,大庚负担共同生活开支,202409
2024/9/30 00:00,账务处理,-86.8,生活必要开支,宠物养育费,大庚负担共同生活开支,202409
2024/9/30 00:00,账务处理,-1053.51,生活必要开支,伙食费,大庚负担共同生活开支,202409
2024/9/30 00:00,账务处理,-104.265,生活必要开支,其他必要家用,大庚负担共同生活开支,202409
2024/9/30 00:00,账务处理,-16.5,文娱游购开支,饮食游乐费,大庚负担共同生活开支,202409
2024/10/1 00:00,账务处理,640.16,负债类增记,账单补记,上月广发卡账单补记,202410
2024/10/1 00:00,账务处理,9103.55,负债类增记,账单补记,上月招商卡账单补记,202410
2024/10/1 00:00,账务处理,515.75,负债类增记,账单补记,上月北京卡账单补记,202410
2024/10/1 00:00,账务处理,0,负债类增记,账单补记,上月平安卡账单补记,202410
2024/10/1 00:00,账务处理,5.14,负债类增记,账单补记,上月花呗账单补记,202410
2024/10/1 00:00,账务处理,2788.25,负债类增记,账单补记,上月蚂蚁卡账单补记,202410
2024/10/1 00:00,账务处理,848.47,负债类增记,账单补记,上月中信卡账单补记,202410
2024/10/1 00:00,账务处理,1599,负债类增记,账单补记,上月京东白条账单补记,202410
2024/10/31 00:00,电子钱包余额,0,负债类增记,银行借款,本月银行贷款,202410
2024/10/31 00:00,电子钱包余额,0,负债类增记,现金分期,本月现金分期,202410
2024/10/31 00:00,账务处理,0,负债类增记,账单分期,本月账单分期,202410
2024/10/31 00:00,账务处理,0,负债类增记,账单补记,本月账单分期,202410
2024/10/31 00:00,账务处理,0,负债类增记,消费分期,本月消费分期,202410
2024/10/4 00:00,电子钱包余额,5383.05,负债类减记,账单还款,中信卡本期账单还款,202410
2024/10/9 00:00,电子钱包余额,0,负债类减记,账单还款,平安卡本期账单还款,202410
2024/10/12 00:00,电子钱包余额,9376.84,负债类减记,账单还款,蚂蚁卡本期账单还款,202410
2024/10/15 00:00,电子钱包余额,2058.21,负债类减记,账单还款,招商卡本期账单还款,202410
2024/10/20 00:00,电子钱包余额,1608.51,负债类减记,账单还款,花呗本期账单还款,202410
2024/10/21 00:00,电子钱包余额,266.5,负债类减记,账单还款,京东白条-本期账单还款,202410
2024/10/23 00:00,电子钱包余额,890.49,负债类减记,账单还款,广发卡本期账单还款,202410
2024/10/23 00:00,电子钱包余额,3488.69,负债类减记,银行借款还款,北京银行贷款还款(36) 202409  ->  202708,202410
2024/10/31 00:00,电子钱包余额,852.74,负债类减记,账单还款,北京卡-本期账单还款,202410
2024/10/31 00:00,电子钱包余额,-8,财务费用开支,金融利息支出,还款优惠,202410
2024/10/31 00:00,账务处理,24330.24,资产类支出,现金储蓄,现金流量变动-收入,202410
2024/10/31 00:00,账务处理,78000,资产类支出,现金储蓄,现金流量变动-负债类增记,202410
2024/10/31 00:00,账务处理,-791.84,资产类支出,现金储蓄,现金流量变动-开支,202410
2024/10/31 00:00,账务处理,-23925.03,资产类支出,现金储蓄,现金流量变动-负债类减记,202410
2024/10/31 00:00,账务处理,-75401.97,资产类支出,现金储蓄,现金流量变动-资产类支出,202410
2024/10/31 00:00,电子钱包余额,350,资产类支出,专项储蓄,帮老爸交养老保险,202410
2024/10/31 00:00,电子钱包余额,6405.88,资产类支出,金融资产投资,本月金融资产投资-买入,202410
2024/10/31 00:00,电子钱包余额,-360,资产类支出,金融资产投资,本月金融资产投资-卖出,202410
2024/10/31 00:00,电子钱包余额,-350,资产类支出,金融资产投资,本月金融资产投资-已计入专项储蓄部分,202410
2024/10/31 00:00,电子钱包余额,0,财务费用开支,投资亏损,本月金融资产投资-赎回亏损-权益类亏损,202410
2024/10/31 00:00,电子钱包余额,0,财务费用开支,投资亏损,本月金融资产投资-赎回亏损-债券类亏损,202410
2024/10/31 00:00,电子钱包余额,0,理财收入,权益理财收入,本月金融资产投资-投资收益-权益类收益,202410
2024/10/31 00:00,电子钱包余额,0,理财收入,债券理财收入,本月金融资产投资-投资收益-债券类收益,202410
2024/10/15 00:00,账务处理,350,其他必要开支,父母亲人赡养费,父母亲人赡养费预支,202410
2024/10/1 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/5 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/8 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/12 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/15 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/19 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/22 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/26 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/31 00:00,账务处理,180.8333333,生活必要开支,房租费,建新南区房租,202410
2024/10/1 00:00,账务处理,-1627.5,资产类支出,长期待摊费用,预付房租-建新南区-计提本月房租服务费开销,202410
2024/10/22 00:00,招商卡,17,文娱游购开支,日常购物费,订阅-APPLE MUSIC,202410
2024/10/26 00:00,招商卡,15,文娱游购开支,日常购物费,订阅-网易云音乐,202410
2024/10/22 00:00,招商卡,21,文娱游购开支,日常购物费,订阅-iCloud,202410
2024/10/22 00:00,招商卡,98.27,其他必要开支,父母亲人赡养费,订阅-帮老妈买好医保长期医疗,202410
2024/10/26 00:00,招商卡,21,其他必要开支,父母亲人赡养费,订阅-帮老妈买中老年住院医疗,202410
2024/10/1 00:00,电子钱包余额,100,其他必要开支,父母亲人赡养费,订阅-帮老爸买好医保长期医疗,202410
2024/10/19 00:00,花呗,14.6,其他必要开支,保险费,订阅-人保重疾险-20y-10w,202410
2024/10/22 00:00,招商卡,18.95,其他必要开支,保险费,订阅-好医保长期医疗,202410
2024/10/12 00:00,招商卡,19.9,其他必要开支,保险费,订阅-全家意外保,202410
2024/10/1 00:00,电子钱包余额,-840,资产类支出,个人账户,公积金-本期提取,202410
2024/10/8 00:00,账务处理,840,工作收入,公积金,公积金,202410
2024/10/8 00:00,账务处理,545.68,工作收入,社保,养老账户,202410
2024/10/8 00:00,账务处理,126.52,工作收入,社保,医保账户,202410
2024/10/8 00:00,账务处理,840,资产类支出,个人账户,公积金,202410
2024/10/8 00:00,账务处理,545.68,资产类支出,个人账户,养老账户,202410
2024/10/8 00:00,账务处理,126.52,资产类支出,个人账户,医保账户,202410
2024/11/15 00:00,电子钱包余额,9200,工作收入,到手工资,到手工资-固定工资+岗位工资,202410
2024/11/15 00:00,电子钱包余额,1633,工作收入,到手工资,到手工资-绩效工资,202410
2024/11/15 00:00,电子钱包余额,50,工作收入,到手工资,到手工资-通讯,202410
2024/11/15 00:00,电子钱包余额,50,工作收入,到手工资,到手工资-工龄工资,202410
2024/11/15 00:00,电子钱包余额,-20,工作收入,到手工资,到手工资-考勤扣款,202410
2024/11/15 00:00,电子钱包余额,-545.68,工作收入,到手工资,社保扣款-养老,202410
2024/11/15 00:00,电子钱包余额,-34.11,工作收入,到手工资,社保扣款-失业,202410
2024/11/15 00:00,电子钱包余额,-139.42,工作收入,到手工资,社保扣款-医疗,202410
2024/11/15 00:00,电子钱包余额,-420,工作收入,到手工资,社保扣款-公积金,202410
2024/11/15 00:00,电子钱包余额,-477.38,工作收入,到手工资,个税扣款,202410
2024/10/8 00:00,账务处理,222.1944444,文娱游购开支,大件购置费,iPhone 15 Pro (202310->202609 1/36),202410
2024/10/12 00:00,账务处理,-222.1944444,资产类支出,其他资产类支出,iPhone 15 Pro (202310->202609 1/36),202410
2024/10/19 00:00,账务处理,15.41666667,文娱游购开支,日常购物费,百度网盘SVIP订阅(202312->202411),202410
2024/10/22 00:00,账务处理,-15.41666667,资产类支出,长期待摊费用,百度网盘SVIP订阅(202312->202411),202410
2024/10/8 00:00,账务处理,-319.6666667,资产类支出,其他资产类支出,大庚生日礼物-Sony WH1000 XM5-202407->202412(1/6),202410
2024/10/12 00:00,账务处理,319.6666667,其他必要开支,人情费,大庚生日礼物-Sony WH1000 XM5-202407->202412(1/6),202410
2024/10/12 00:00,账务处理,203.5477,财务费用开支,金融利息支出,招商卡、蚂蚁卡、北京卡提前还款手续费(202409->202502 1/6),202410
2024/9/9 15:46,广发卡,388.95,文娱游购开支,大件购置费,维修 iPadPro11寸 12.9寸 换外屏 修触摸 漏液换屏Air6/5/4 Mini6,202410
2024/9/8 23:52,花呗,209.36,生活必要开支,必要着装费,BELLKENIDEA早起工作室 廓形条纹衬衫长袖男女外穿内搭复古流行潮 等多件,202410
2024/9/8 23:52,花呗,3.98,生活必要开支,其他必要家用,共同生活开支-空气清新剂室内卫生间香薰厕所除臭神器持久留香卧室香氛去异味膏,202410
2024/9/8 23:52,花呗,47.1,生活必要开支,必要着装费,BDLS 日系cityboy基础纯色短裤男2024夏季新款小标休闲五分短裤子,202410
2024/9/20 20:25,花呗,150,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/9/20 20:25,花呗,150,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/9/20 20:25,花呗,150,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/9/20 20:25,花呗,150,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/9/20 20:25,花呗,150,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/9/20 20:26,花呗,150,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/9/20 20:26,花呗,100,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈来北京机票,202410
2024/10/9 00:00,电子钱包余额,9513.53,理财收入,权益理财收入,20240930、20241008两天杠杆投资收益,202410
2024/10/9 00:00,电子钱包余额,180,财务费用开支,金融利息支出,花呗6w借款，12天利息,202410
2024/10/9 00:00,电子钱包余额,5453,理财收入,权益理财收入,20240930、20241008两天杠杆投资收益，闫庚账户,202410
2024/9/27 19:01,北京卡,246.99,生活必要开支,伙食费,共同生活开支-买菜王小余料理包家用快手菜煲仔饭半成品菜加热即食预制菜速食懒人菜 等多件,202410
2024/9/30 19:37,招商卡,378,文娱游购开支,饮食游乐费,202410老妈大庚北京-三合记潮汕鲜牛肉火锅（顺义店）晚餐,202410
2024/9/30 20:32,招商卡,5,文娱游购开支,饮食游乐费,202410老妈大庚北京-三合记潮汕鲜牛肉火锅（顺义店）晚餐,202410
2024/9/30 23:14,电子钱包余额,3,生活必要开支,交通通信费,公交地铁,202410
2024/10/1 02:04,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.09.30-收益发放,202410
2024/10/1 10:48,招商卡,32.85,文娱游购开支,饮食游乐费,202410老妈大庚北京-老妈打车,202410
2024/10/1 12:00,招商卡,24.51,文娱游购开支,日常购物费,共同生活开支-电子钟,202410
2024/10/1 12:40,招商卡,123.8,生活必要开支,伙食费,共同生活开支-买菜-北京福凤吉祥商店-排骨牛排,202410
2024/10/1 12:46,招商卡,32.9,生活必要开支,伙食费,共同生活开支-买菜-北京建新凤芹水果蔬菜店-各种蔬菜,202410
2024/10/1 12:50,花呗,10,生活必要开支,伙食费,共同生活开支-外卖肉夹馍给大庚,202410
2024/10/1 13:03,花呗,10,生活必要开支,伙食费,共同生活开支-外卖肉夹馍给大庚,202410
2024/10/1 20:07,招商卡,5,生活必要开支,伙食费,饮料脉动维生素饮料青柠味600ml,202410
2024/10/1 22:38,蚂蚁卡,415,文娱游购开支,饮食游乐费,202410老妈大庚北京-悟空租车极狐α2023,202410
2024/10/1 23:29,招商卡,19.8,文娱游购开支,日常购物费,水培郁金香,202410
2024/10/2 02:14,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.01-收益发放,202410
2024/10/2 08:58,招商卡,159.2,生活必要开支,其他必要家用,与大庚的共同生活开支-被罩,202410
2024/10/2 11:34,电子钱包余额,5,文娱游购开支,饮食游乐费,202410老妈大庚北京-买水,202410
2024/10/2 14:53,招商卡,24,文娱游购开支,饮食游乐费,202410老妈大庚北京-故宫小车买水,202410
2024/10/2 14:53,招商卡,5,文娱游购开支,饮食游乐费,202410老妈大庚北京-故宫小车买水,202410
2024/10/2 16:21,蚂蚁卡,4,文娱游购开支,饮食游乐费,202410老妈大庚北京-景山公园门票,202410
2024/10/2 18:47,招商卡,189.11,生活必要开支,伙食费,共同生活开支-买菜永辉超市土豆鲜牛肉肥牛卷等-火锅晚餐,202410
2024/10/2 20:51,招商卡,8,生活必要开支,伙食费,共同生活开支-买菜永辉超市土豆鲜牛肉肥牛卷等-火锅晚餐,202410
2024/10/2 21:08,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/2 22:31,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/3 02:15,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.02-收益发放,202410
2024/10/3 11:33,招商卡,63.43,生活必要开支,宠物养育费,与大庚的共同生活开支-狗窝,202410
2024/10/3 14:10,蚂蚁卡,50,生活必要开支,交通通信费,话费,202410
2024/10/3 16:06,招商卡,132.22,生活必要开支,伙食费,共同生活开支-买菜永辉超市大葱等多款猪蹄等,202410
2024/10/3 21:12,招商卡,118.3,生活必要开支,伙食费,共同生活开支-买菜水果榴莲等,202410
2024/10/4 02:14,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.03-收益发放,202410
2024/10/4 15:14,招商卡,20,文娱游购开支,饮食游乐费,202410老妈大庚北京-天津滨海公园烤肠,202410
2024/10/4 15:14,招商卡,10,文娱游购开支,饮食游乐费,202410老妈大庚北京-天津滨海公园烤肠,202410
2024/10/4 16:23,电子钱包余额,-800,文娱游购开支,大件购置费,iPhone12 出二手,202410
2024/10/5 10:27,电子钱包余额,15,文娱游购开支,大件购置费,iPhone12 出二手,202410
2024/10/7 17:33,账务处理,4.8,文娱游购开支,大件购置费,iPhone12 出二手,202410
2024/10/4 16:23,电子钱包余额,-130,文娱游购开支,大件购置费,iPhone6sP 出二手,202410
2024/10/4 17:15,电子钱包余额,894,文娱游购开支,饮食游乐费,202410老妈大庚北京-妈祖公园直升机体验,202410
2024/10/9 00:00,电子钱包余额,2413,资产类支出,应收账款,支付大庚日本旅行费用款,202410
2024/10/5 00:00,电子钱包余额,5000,资产类支出,应收账款,支付大庚日本旅行费用款,202410
2024/10/10 00:00,电子钱包余额,-24,文娱游购开支,饮食游乐费,202410老妈大庚北京-费用补差,202410
2024/10/4 19:39,招商卡,1.8,文娱游购开支,饮食游乐费,202410老妈大庚北京-共享单车,202410
2024/10/4 20:18,蚂蚁卡,66.91,文娱游购开支,饮食游乐费,202410老妈大庚北京-天津租车充电费,202410
2024/10/4 20:44,招商卡,386,文娱游购开支,饮食游乐费,202410老妈大庚北京-老天津天津菜-消费,202410
2024/10/4 21:25,蚂蚁卡,20,文娱游购开支,饮食游乐费,202410老妈大庚北京-京BDC2230-河西区人人乐西充电站停车费,202410
2024/10/5 00:01,蚂蚁卡,25,文娱游购开支,饮食游乐费,202410老妈大庚北京-天津租车充电费,202410
2024/10/5 06:03,蚂蚁卡,-2.01,文娱游购开支,饮食游乐费,202410老妈大庚北京-天津租车充电费,202410
2024/10/5 02:00,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.04-收益发放,202410
2024/10/5 10:33,广发卡,22.5,生活必要开支,伙食费,共同生活开支-外卖饭包姑娘外卖订单午饭,202410
2024/10/5 16:19,广发卡,8,文娱游购开支,饮食游乐费,202410老妈大庚北京-买水,202410
2024/10/5 17:44,广发卡,2.8,文娱游购开支,饮食游乐费,202410老妈大庚北京-共享单车,202410
2024/10/5 17:50,广发卡,144,文娱游购开支,饮食游乐费,202410老妈大庚北京-水立方参观,202410
2024/10/5 19:13,广发卡,132.75,生活必要开支,伙食费,共同生活开支-买菜叮咚买菜牛肉猪肉等火锅晚餐,202410
2024/10/5 19:18,广发卡,59.6,生活必要开支,伙食费,共同生活开支-买菜叮咚买菜牛肉猪肉等火锅晚餐安井袋装火锅料优选包等多款,202410
2024/10/5 20:24,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/5 21:14,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/6 02:19,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.05-收益发放,202410
2024/10/6 09:38,广发卡,80.3,文娱游购开支,饮食游乐费,202410老妈大庚北京-北京全家购物,202410
2024/10/6 10:21,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/6 12:13,广发卡,0.8,文娱游购开支,饮食游乐费,202410老妈大庚北京-共享单车,202410
2024/10/6 13:08,广发卡,290.12,文娱游购开支,饮食游乐费,202410老妈大庚北京-【2小时连演 量大爆笑 】尊悦茶苑津味相声馆（老味非遗 绝无分号） 等多件,202410
2024/10/6 14:27,广发卡,1.8,文娱游购开支,饮食游乐费,202410老妈大庚北京-共享单车,202410
2024/10/6 14:48,广发卡,20,文娱游购开支,饮食游乐费,202410老妈大庚北京-臭豆腐,202410
2024/10/6 14:59,花呗,25,文娱游购开支,饮食游乐费,202410老妈大庚北京-爆肚,202410
2024/10/6 15:33,广发卡,117.9,文娱游购开支,饮食游乐费,202410老妈大庚北京-天津融华互动科技有限公司-零售单：LS2410062901,202410
2024/10/6 15:55,广发卡,1.26,文娱游购开支,饮食游乐费,202410老妈大庚北京-共享单车,202410
2024/10/6 16:11,蚂蚁卡,48,文娱游购开支,饮食游乐费,202410老妈大庚北京-尊悦茶苑茉莉花茶,202410
2024/10/6 19:36,广发卡,2.8,文娱游购开支,饮食游乐费,202410老妈大庚北京-单车,202410
2024/10/6 20:31,广发卡,104.05,生活必要开支,伙食费,共同生活开支-买菜永辉超市正大鸭血等多款,202410
2024/10/6 22:43,广发卡,14,生活必要开支,伙食费,买菜吃粥咸菜,202410
2024/10/7 02:15,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.06-收益发放,202410
2024/10/7 11:38,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/7 14:06,蚂蚁卡,30.34,文娱游购开支,饮食游乐费,202410老妈大庚北京-瑞幸咖啡,202410
2024/10/7 14:12,蚂蚁卡,34,文娱游购开支,饮食游乐费,202410老妈大庚北京-喜家德（北京新地佰店）饺子,202410
2024/10/7 14:13,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/7 14:49,花呗,4,文娱游购开支,饮食游乐费,202410老妈大庚北京-北海公园买水,202410
2024/10/7 14:50,花呗,6,文娱游购开支,饮食游乐费,202410老妈大庚北京-北海公园冰糖葫芦,202410
2024/10/7 16:23,蚂蚁卡,400,文娱游购开支,饮食游乐费,202410老妈大庚北京-北海公园游船项目,202410
2024/10/7 17:21,蚂蚁卡,-280,文娱游购开支,饮食游乐费,202410老妈大庚北京-北海公园游船项目,202410
2024/10/7 18:56,广发卡,1.5,文娱游购开支,饮食游乐费,202410老妈大庚北京-单车,202410
2024/10/7 21:45,电子钱包余额,7,文娱游购开支,饮食游乐费,202410老妈大庚北京-公交地铁,202410
2024/10/8 02:12,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.07-收益发放,202410
2024/10/8 10:17,广发卡,9.9,生活必要开支,伙食费,早餐冰美式饮料,202410
2024/10/8 10:18,广发卡,14,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202410
2024/10/8 11:09,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/8 12:22,广发卡,27.9,生活必要开支,伙食费,外卖德宏记港式烧腊饭(望京店)外卖订单,202410
2024/10/8 16:37,广发卡,12.6,生活必要开支,伙食费,与大庚的共同生活开支-PDD,202410
2024/10/8 19:15,广发卡,48.8,文娱游购开支,饮食游乐费,202410老妈大庚北京-帮老妈买吃的车上吃,202410
2024/10/8 19:16,广发卡,49.93,文娱游购开支,饮食游乐费,202410老妈大庚北京-帮老妈买吃的车上吃,202410
2024/10/8 21:58,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/9 02:04,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.08-收益发放,202410
2024/10/9 09:07,广发卡,40.64,生活必要开支,伙食费,共同生活开支-买菜买水泉小铺矿泉水桶装水站(康营站),202410
2024/10/9 09:55,广发卡,9.9,生活必要开支,伙食费,早餐香柠美式（共1件）,202410
2024/10/9 09:56,广发卡,13,生活必要开支,伙食费,外卖-早餐-北京祥汇便利店,202410
2024/10/9 09:57,广发卡,3,投资自身开支,办公文印费,鼠标五号电池,202410
2024/10/9 10:58,广发卡,50,其他必要开支,父母亲人赡养费,帮老妈充话费,202410
2024/10/9 11:41,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/9 11:47,广发卡,25,生活必要开支,伙食费,外卖午餐星粤烧腊(望京店)外卖订单,202410
2024/10/9 18:59,广发卡,50,其他必要开支,父母亲人赡养费,老爸亲情卡代付,202410
2024/10/9 20:11,花呗,20,其他必要开支,人情费,慈善捐助,202410
2024/10/9 22:05,电子钱包余额,6.2,其他收入,其他收入,大庚给我发红包,202410
2024/10/9 22:06,电子钱包余额,6.2,其他收入,其他收入,大庚给我发红包,202410
2024/10/9 22:06,电子钱包余额,6.2,其他收入,其他收入,大庚给我发红包,202410
2024/10/9 22:44,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/10 00:00,账务处理,-566.3333333,资产类支出,其他资产类支出,帮老妈买手机-Redmi note14 Pro(202410->202412),202410
2024/10/10 00:00,账务处理,566.3333333,其他必要开支,父母亲人赡养费,帮老妈买手机-Redmi note14 Pro(202410->202412),202410
2024/10/10 02:01,电子钱包余额,0.01,理财收入,货币理财收入,余额宝-2024.10.09-收益发放,202410
2024/10/10 08:46,广发卡,10,文娱游购开支,日常购物费,88VIP购物卡月卡,202410
2024/10/10 09:09,广发卡,100,生活必要开支,其他必要家用,共同生活开支-电费-**1室,202410
2024/10/11 00:00,电子钱包余额,-19908.2,资产类支出,专项储蓄,北京银行120K-转还款。目前累计转还款：73435.66,202410
2024/10/11 00:00,电子钱包余额,-19985,资产类支出,专项储蓄,北京银行120K-转为202410投机账户,202410
2024/10/11 00:00,电子钱包余额,19985,资产类支出,专项储蓄,股市投机账户-ETF波段。目前120K转投资bv：34985,202410
2024/10/11 00:00,账务处理,-16.05,财务费用开支,金融利息支出,北京银行120K-理财收益,202410
2024/10/11 00:00,账务处理,16.05,资产类支出,专项储蓄,北京银行120K-理财账户余额：11365.57,202410
2024/10/11 00:00,电子钱包余额,60000,负债类增记,亲朋借款,借大庚60000元炒股，约定202509还款，总利息3250,202410
2024/10/11 00:00,电子钱包余额,60000,资产类支出,专项储蓄,股市投机账户-ETF波段-大庚资金,202410
2024/10/11 00:00,电子钱包余额,5015,资产类支出,专项储蓄,股市投机账户-ETF波段-招商卡套现款,202410
2024/10/13 00:00,账务处理,155.3567,财务费用开支,金融利息支出,北京银行贷款利息(36) 202409  ->  202708,202410
2024/10/16 00:00,电子钱包余额,4500,资产类支出,长期待摊费用,预付房租-建新南区-房租支付(202410-202501),202410
2024/10/17 00:00,电子钱包余额,18000,负债类增记,银行借款,招商银行贷款(12)，3.6%，先息后本,202410
2024/10/17 00:00,电子钱包余额,18000,资产类支出,专项储蓄,股市投机账户-招商银行贷款,202410
2024/10/21 17:55,电子钱包余额,-4823.71,资产类支出,专项储蓄,北京银行120K-转还款。目前累计转还款：78259.37。已还广发卡。目前累计理财账户余额：6541.86,202410
2024/10/10 11:24,广发卡,28.4,生活必要开支,伙食费,外卖云南过桥米线(望京店)外卖订单,202410
2024/10/10 11:44,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/10 12:22,广发卡,5,生活必要开支,伙食费,外卖午饭烤肠,202410
2024/10/10 18:54,广发卡,63.08,生活必要开支,伙食费,共同生活开支-买菜永辉超市香菜等多款',202410
2024/10/10 23:23,广发卡,19.9,生活必要开支,其他必要家用,共同生活开支-四个陶瓷碗,202410
2024/10/10 23:39,广发卡,159.9,生活必要开支,伙食费,共同生活开支-买菜番茄罐头x10,202410
2024/10/11 02:07,电子钱包余额,1.24,理财收入,货币理财收入,余额宝-2024.10.10-收益发放,202410
2024/10/11 11:16,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/11 11:22,北京卡,27.07,生活必要开支,伙食费,外卖午饭融柳·大铁牛螺蛳粉(望京店)外卖订单,202410
2024/10/11 12:15,北京卡,5,生活必要开支,伙食费,外卖午饭烤肠,202410
2024/10/11 13:47,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/11 19:29,北京卡,57.72,生活必要开支,伙食费,共同生活开支-买菜怡馨生活超市,202410
2024/10/11 21:54,电子钱包余额,6,生活必要开支,交通通信费,公交地铁,202410
2024/10/11 23:41,北京卡,62.01,生活必要开支,伙食费,与大庚的共同生活开支-怡宝红茶x15,202410
2024/10/12 02:16,电子钱包余额,1.06,理财收入,货币理财收入,余额宝-2024.10.11-收益发放,202410
2024/10/12 08:52,电子钱包余额,1,投资自身开支,图书费,追寻价值之路：1990-2020中国股市行情复盘 pdf,202410
2024/10/12 11:27,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202410
2024/10/12 11:32,北京卡,30.2,生活必要开支,伙食费,外卖午饭肆喜桂林米粉·螺蛳粉(798店)外卖订单,202410
2024/10/12 12:29,北京卡,5,生活必要开支,伙食费,外卖午饭烤肠,202410
2024/10/12 15:18,电子钱包余额,2.86,生活必要开支,其他必要家用,与大庚的共同生活开支-指甲刀,202410
2024/10/12 18:44,北京卡,91.16,生活必要开支,伙食费,共同生活开支-买菜永辉超市思念手打玉米蔬菜水饺(速冻)等多款,202410
2024/10/12 21:27,北京卡,30.3,生活必要开支,伙食费,与大庚的共同生活开支-pdd,202410
2024/10/12 22:01,电子钱包余额,4.8,生活必要开支,交通通信费,公交地铁,202410
2024/10/13 02:18,电子钱包余额,1.04,理财收入,货币理财收入,余额宝-2024.10.12-收益发放,202410
2024/10/13 02:45,北京卡,29.9,生活必要开支,伙食费,共同生活开支-买菜新疆拉条子,202410
2024/10/13 10:46,北京卡,131,生活必要开支,宠物养育费,共同生活开支-小宝宠物体检,202410
2024/10/13 13:06,北京卡,41.54,生活必要开支,伙食费,共同生活开支-买菜绿佳鲜果蔬直销中心,202410
2024/10/13 13:07,北京卡,20,生活必要开支,伙食费,共同生活开支-买菜大吉栗炒货南瓜子一斤,202410
2024/10/13 16:48,电子钱包余额,4,其他收入,其他收入,大庚二维码收款,202410
2024/10/13 16:48,电子钱包余额,4,其他收入,其他收入,大庚二维码收款,202410
